6.4474 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.4483 	INFO 	Loaded monitor calibration from ['2024_09_13 09:37']
6.6795 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B7C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B820>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B190>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000191A6C65F30>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.6795 	EXP 	window1: backgroundImage = ''
6.6796 	EXP 	window1: backgroundFit = 'none'
6.6804 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.6808 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.6853 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.6864 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.6938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6949 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6958 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6990 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7024 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7034 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7044 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7054 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7066 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7075 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7086 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7096 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7129 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7134 	DEBUG 	Uploading Texture Font fontname to graphics card
6.7154 	DEBUG 	Upload of Texture Font fontname complete
6.7178 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.7180 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.7192 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.7202 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000191A6B4B2B0>
6.7268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7295 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7299 	DEBUG 	Uploading Texture Font fontname to graphics card
6.7306 	DEBUG 	Upload of Texture Font fontname complete
6.7339 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.7340 	EXP 	window1: recordFrameIntervals = False
6.9179 	EXP 	window1: recordFrameIntervals = True
7.1013 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
7.1014 	EXP 	window1: recordFrameIntervals = False
7.1015 	EXP 	window1: mouseVisible = False
7.1019 	EXP 	window1: mouseVisible = False
7.1021 	EXP 	window1: mouseVisible = False
7.1031 	EXP 	window1: mouseVisible = False
7.1040 	EXP 	window1: mouseVisible = False
7.1105 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
