7.3282 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.3292 	INFO 	Loaded monitor calibration from ['2024_09_13 09:37']
7.5767 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20DC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD22830>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20EE0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000246F3106080>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.5768 	EXP 	window1: backgroundImage = ''
7.5768 	EXP 	window1: backgroundFit = 'none'
7.5770 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20CA0>
7.5775 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20CA0>
7.5823 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20CA0>
7.5833 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000246ECD20CA0>
7.5916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5951 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5970 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
