10.6388 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
10.6410 	INFO 	Loaded monitor calibration from ['2024_09_16 16:06']
11.0331 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630294E20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630296290>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630295210>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000166B7D09AB0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.0332 	EXP 	window1: backgroundImage = ''
11.0332 	EXP 	window1: backgroundFit = 'none'
11.0334 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630295DE0>
11.0336 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630295DE0>
11.0390 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630295DE0>
11.0399 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016630295DE0>
11.0488 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0537 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0555 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0586 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0615 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0645 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0720 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0739 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0775 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.0814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
