10.8650 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
10.8661 	INFO 	Loaded monitor calibration from ['2024_09_16 16:06']
11.4888 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA426860>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA426950>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA425990>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BD2374E410>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.4888 	EXP 	window1: backgroundImage = ''
11.4889 	EXP 	window1: backgroundFit = 'none'
11.4891 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA4267D0>
11.4893 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA4267D0>
11.5050 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA4267D0>
11.5058 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001BCDA4267D0>
11.5140 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5151 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5174 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.5188 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
