7.4981 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.5009 	INFO 	Loaded monitor calibration from ['2024_09_13 09:37']
7.7511 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71FAFE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71FB040>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8BE0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002AF81166080>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7512 	EXP 	window1: backgroundImage = ''
7.7512 	EXP 	window1: backgroundFit = 'none'
7.7514 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7516 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7560 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7569 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7679 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7743 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7762 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7772 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7820 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7833 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7840 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7845 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7860 	DEBUG 	Upload of Texture Font fontname complete
7.7884 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7885 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7895 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7904 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002AFF71F8250>
7.7972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7988 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8000 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8005 	DEBUG 	Uploading Texture Font fontname to graphics card
7.8011 	DEBUG 	Upload of Texture Font fontname complete
7.8042 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.8042 	EXP 	window1: recordFrameIntervals = False
7.9820 	EXP 	window1: recordFrameIntervals = True
8.1657 	EXP 	Screen (0) actual frame rate measured at 59.94Hz
8.1657 	EXP 	window1: recordFrameIntervals = False
8.1659 	EXP 	window1: mouseVisible = False
8.1663 	EXP 	window1: mouseVisible = False
8.1664 	EXP 	window1: mouseVisible = False
8.1674 	EXP 	window1: mouseVisible = False
8.1683 	EXP 	window1: mouseVisible = False
8.1746 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1815 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1859 	DEBUG 	Uploading Texture Font fontname to graphics card
8.1870 	DEBUG 	Upload of Texture Font fontname complete
8.1894 	EXP 	window1: mouseVisible = False
8.1895 	EXP 	window1: mouseVisible = False
8.1905 	EXP 	window1: mouseVisible = False
8.1914 	EXP 	window1: mouseVisible = False
8.2182 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
11.2669 	INFO 	keyboard.Keyboard is using iohub backend.
11.2670 	INFO 	keyboard.Keyboard is using iohub backend.
11.2670 	INFO 	keyboard.Keyboard is using iohub backend.
11.2671 	INFO 	keyboard.Keyboard is using iohub backend.
11.2672 	INFO 	keyboard.Keyboard is using iohub backend.
11.2673 	INFO 	keyboard.Keyboard is using iohub backend.
11.2673 	INFO 	keyboard.Keyboard is using iohub backend.
11.2674 	EXP 	gradcptpy: status = STARTED
11.3459 	EXP 	window1: mouseVisible = False
11.4471 	EXP 	Created frame_rate_prompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='frame_rate_prompt', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Trying to estimate frame rate....', units='height', win=Window(...), wrapWidth=1)
11.4472 	EXP 	window1: mouseVisible = False
11.4677 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.4678 	EXP 	window1: mouseVisible = False
