6.9440 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.9449 	INFO 	Loaded monitor calibration from ['2024_09_13 09:37']
7.1917 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A801C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80160>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A839D0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A2DA942800>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.1918 	EXP 	window1: backgroundImage = ''
7.1918 	EXP 	window1: backgroundFit = 'none'
7.1920 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.1923 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.1962 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.1972 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.2048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2059 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2069 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2082 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2110 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2128 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2133 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2143 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2153 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2181 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2193 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2206 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2213 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2220 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2234 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2246 	DEBUG 	Uploading Texture Font fontname to graphics card
7.2261 	DEBUG 	Upload of Texture Font fontname complete
7.2285 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.2287 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.2298 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.2309 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000002A2D0A80490>
7.2378 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2393 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2413 	DEBUG 	Uploading Texture Font fontname to graphics card
7.2421 	DEBUG 	Upload of Texture Font fontname complete
7.2453 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.2453 	EXP 	window1: recordFrameIntervals = False
7.4211 	EXP 	window1: recordFrameIntervals = True
7.6050 	EXP 	Screen (0) actual frame rate measured at 59.92Hz
7.6051 	EXP 	window1: recordFrameIntervals = False
7.6052 	EXP 	window1: mouseVisible = False
7.6056 	EXP 	window1: mouseVisible = False
7.6057 	EXP 	window1: mouseVisible = False
7.6068 	EXP 	window1: mouseVisible = False
7.6078 	EXP 	window1: mouseVisible = False
